"AÑO","NAME","CANTIDAD"
1989,Streptopelia turtur                          ,5
1998,Columba livia                                ,23
2011,Motacilla alba                               ,2
2007,Muscicapa striata                            ,10
2007,Hirundo rustica                              ,5989
1984,Motacilla cinerea                            ,2
2001,Apus apus                                    ,1
2006,Sturnus vulgaris                             ,8
2006,Merops apiaster                              ,3
2018,Carduelis chloris                            ,23
1994,Sylvia melanocephala                         ,12
1995,Carduelis cannabina                          ,565
1991,Anthus campestris                            ,1
2007,Passer montanus                              ,33
1991,Sturnus vulgaris                             ,34
2004,Oriolus oriolus                              ,2
2008,Sturnus vulgaris                             ,11
1986,Tringa nebularia                             ,2
2000,Athene noctua                                ,1
1988,Asio flammeus                                ,1
2007,Remiz pendulinus                             ,14
2002,Panurus biarmicus                            ,14
1983,Cettia cetti                                 ,1
2013,Motacilla flava                              ,4
1987,Panurus biarmicus                            ,2
1989,Sylvia conspicillata                         ,3
2004,Emberiza cirlus                              ,10
2001,Turdus philomelos                            ,27
2004,Streptopelia decaocto                        ,55
2007,Larus [argentatus] cachinnans michahellis    ,7
2006,Strix aluco                                  ,2
2009,Tringa ochropus                              ,2
1984,Circus pygargus                              ,2
2008,Riparia riparia                              ,672
1984,Regulus ignicapillus                         ,1
2001,Calidris temminckii                          ,2
2019,Turdus merula                                ,16
2015,Cuculus canorus                              ,1
2017,Luscinia svecica cyanecula                   ,11
1985,Sylvia atricapilla                           ,108
1985,Acrocephalus arundinaceus                    ,191
1991,Serinus serinus                              ,30
1992,Remiz pendulinus                             ,1
2000,Fringilla coelebs                            ,103
1996,Lanius senator                               ,2
2002,Emberiza cirlus                              ,14
1988,Turdus torquatus alpestris                   ,3
1989,Lanius excubitor                             ,1
